FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
100560					100006	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	100104	Other drink intake	8875	10112	Complete	Categorical single	Glass/Mug/Cup	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many glasses/mugs/cups of other drinks did you consume yesterday?"""""""""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100560
100580					100010	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Alcohol consumed	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you have any alcoholic drinks yesterday? For instance, beer, wine or spirits."""""""" If the participant activated the Help feature they were shown the message:  Please treat liqueurs as spirits. If you had mixed drinks such as shandy, cocktails or alcopops, think about what went in them. For example, shandy is made from beer, lager or cider (please record the lemonade or ginger beer used in the shandy separately); cocktails and alcopops contain one or more spirits. Alcohol used in cooking should be ignored. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100580
100590					100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Red wine intake	60898	89948	Complete	Categorical single	Wine glass	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many wine glasses of red wine?"""""""""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100590
100630					100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Rose wine intake	11410	12980	Complete	Categorical single	Wine glass	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many wine glasses of rose wine?"""""""""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100630
100670					100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	White wine intake	48891	68226	Complete	Categorical single	Wine glass	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many wine glasses of white wine?"""""""""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100670
100710					100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Beer/cider intake	51713	72698	Complete	Categorical single	Pint	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many pints of beer, lager or cider?"""""""""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100710
100720					100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Fortified wine intake	7589	9047	Complete	Categorical single	Sherry/port glass	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many sherry/port glasses of sherry, fortified wine or port?"""""""""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100720
100730					100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Spirits intake	26533	35016	Complete	Categorical single	Measure	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many measures of spirits e.g. vodka, whisky, gin, rum?"""""""""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100730
100740					100006	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	100100	Other alcohol intake	6232	6608	Complete	Categorical single	Units	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many units of other alcoholic drinks?"""""""""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100740
100760					100010	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Breakfast cereal consumed	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you eat any breakfast cereal yesterday? This could be at any time of the day. Please include hot cereals, but not cereal bars."""""""" If the participant activated the Help feature they were shown the message:  If you had yogurt on your cereal (instead of milk), please record this later in the dessert section as a serving of yogurt. Two standard size shredded wheat or weetabix biscuits counts as one bowl. Please select the option that best describes your type of cereal, otherwise select the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100760
100770					100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Porridge intake	50526	76644	Complete	Categorical single	Bowl	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many bowls of porridge, hot oat cereal (e.g. Ready Brek)?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100770
100800					100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Muesli intake	46508	75567	Complete	Categorical single	Bowl	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many bowls of muesli?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100800
100810					100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Oat crunch intake	13646	17833	Complete	Categorical single	Bowl	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many bowls of sweetened oat crunch type cereal (e.g. Jordans Country Crisp, chocolate nut clusters)?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100810
100820					100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Sweetened cereal intake	10625	12896	Complete	Categorical single	Bowl	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many bowls of other sweetened cereals (e.g. Ricicles, Honey Nut Cornflakes, Coco Pops)?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100820
100830					100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Plain cereal intake	28578	39029	Complete	Categorical single	Bowl	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many bowls of plain cereals (e.g. Cornflakes, Rice Krispies, Special K)?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100830
100840					100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Bran cereal intake	29546	44239	Complete	Categorical single	Bowl	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many bowls of bran cereals (e.g. bran flakes, All Bran)?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100840
100850					100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Whole-wheat cereal intake	39507	58121	Complete	Categorical single	Bowl	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many bowls of whole-wheat cereals (e.g. Weetabix, Shredded Wheat, Shreddies)?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100850
100860					100001	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Other cereal intake	10181	12601	Complete	Categorical single	Bowl	Data	Primary	Unisex	5	1	100001	"Question asked: """"""""How many bowls of other cereal?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100860
100880					100009	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Dried fruit added to cereal	82586	136543	Complete	Categorical single		Data	Primary	Unisex	5	1	100009	"Question asked: """"""""Did your cereal contain any dried fruit? (e.g. Sultana Bran, Fruit 'n' Fibre)?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100880
100890					100009	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Milk added to cereal	136553	246650	Complete	Categorical single		Data	Primary	Unisex	5	1	100009	"Question asked: """"""""Did you add milk to your cereal?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100890
100900					100002	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Intake of sugar added to cereal	41614	62076	Complete	Categorical single		Data	Primary	Unisex	5	1	100002	"Question asked: """"""""How many teaspoons of sugar, jam, honey or syrup did you add to your cereal or porridge (per bowl)?"""""""" This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100900
100910					100002	Online follow-up > Diet by 24-hour recall > Cereal yesterday	100102	Intake of artificial sweetener added to cereal	7766	11207	Complete	Categorical single		Data	Primary	Unisex	5	1	100002	"Question asked: """"""""How much sweetener (e.g. Canderel) did you add to your cereal or porridge (per bowl)?""""""""  This question was only asked to participants who reported consuming breakfast cereals yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100910
100920					100015	Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Type milk consumed	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100015	"Question asked: """"""""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."""""""" If the participant activated the Help feature they were shown the message:  If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100920
100940					100010	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Bread consumed	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you eat any bread or crackers yesterday? e.g. toast, sandwiches, rice cakes, bread rolls, hotdog roll, crumpets, tortilla wraps."""""""" If the participant activated the Help feature they were shown the message:  Please do not include pizza as this will be asked later. Please do not include croissants and pastries as that will be asked later. If your bread or crackers is not on the list, please record it under Other located at the bottom of the list. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100940
100950					100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Sliced bread intake	161018	285355	Complete	Categorical single	Slice	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many slices of sliced bread?"""""""" This question was only asked to participants who reported consuming bread or crackers yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100950
101020					100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Baguette intake	36991	42460	Complete	Categorical single	Bread item	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many items of sandwich baguette, ciabatta, panini, or sub?"""""""" This question was only asked to participants who reported consuming bread or crackers yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=101020
10105					100352	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use	100053	Internet user (pilot)	3775	3775	Complete	Categorical single		Data	Primary	Unisex	1	1	100352	"ACE touchscreen question """"""""Do you use the internet?"""""""""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10105
101090					100006	Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Bap intake	14826	16224	Complete	Categorical single	Bread item	Data	Primary	Unisex	5	1	100006	"Question asked: """"""""How many items of large sandwich bap, stotty, pitta bread?"""""""" This question was only asked to participants who reported consuming bread or crackers yesterday."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=101090
1011					100317	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of light DIY in last 4 weeks	258068	279847	Complete	Categorical single		Data	Primary	Unisex	3	1	100317	"ACE touchscreen question """"""""How many times in the last 4 weeks did you do light DIY?"""""""" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F1011~ was collected from all participants who indicated that they spent time doing light DIY (e.g. pruning, watering the lawn) in the previous 4 weeks, as defined by their answers to ~F6164~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1011
10114					100352	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Electronic device use	100053	Willing to be contacted by email (pilot)	3775	3775	Complete	Categorical single		Data	Primary	Unisex	1	1	100352	"ACE touchscreen question """"""""Would you be willing for the study organisers to contact you in the future by email?""""""""   This question was asked in the Pilot assessment centre (2006) only to gauge the best methods for re-contacting participants."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=10114
